Fecha;Origen - Base de datos;Comprobante;Item - Cantidad;Artículo - Código;Artículo;Item - Monto sin impuestos;Item - Monto con impuestos;Item - Descuento sin impuestos;Item - Descuento con impuestos;Item - Monto Neto sin impuestos;Item - Monto Neto
14/11/24;ROSARIO;FEN B 0036-00008221;1;55;"55 ""Nutri-Balsam c/Vit. """"E"""" x200ml""";6061,9835;7335;606,1983;733,5;5455,7852;6601,5004
2/11/24;ROSARIO;FEN B 0036-00008092;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
3/11/24;ROSARIO;FEN B 0036-00008110;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
3/11/24;ROSARIO;FEN B 0036-00008109;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
3/11/24;ROSARIO;FEN B 0036-00008109;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
10/11/24;ROSARIO;FEN B 0036-00008173;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;497,1074;601,5;4473,967;5413,5
11/11/24;ROSARIO;FEN B 0036-00008186;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
15/11/24;ROSARIO;FEN B 0036-00008231;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
22/11/24;ROSARIO;FEN B 0036-00008313;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
1/11/24;ROSARIO;FEN B 0036-00008074;1;172;172 Champú Ceramidas x400ml;13088,4298;15837;0;0;13088,4298;15837
1/11/24;ROSARIO;FEN B 0036-00008075;1;172;172 Champú Ceramidas x400ml;13088,4298;15837;0;0;13088,4298;15837
2/11/24;ROSARIO;FEN B 0036-00008092;1;172;172 Champú Ceramidas x400ml;13088,4298;15837;0;0;13088,4298;15837
4/11/24;ROSARIO;FEN B 0036-00008120;1;172;172 Champú Ceramidas x400ml;13088,4298;15837;0;0;13088,4298;15837
6/11/24;ROSARIO;FEN B 0036-00008140;1;172;172 Champú Ceramidas x400ml;13088,4298;15837;0;0;13088,4298;15837
6/11/24;ROSARIO;FEN B 0036-00008143;1;118;118 Champú Trío para Niños x250ml;8595,8678;10401;0;0;8595,8678;10401
23/11/24;ROSARIO;FEN B 0036-00008330;1;118;118 Champú Trío para Niños x250ml;8595,8678;10401;0;0;8595,8678;10401
17/11/24;ROSARIO;FEN B 0036-00008242;1;62;62 Shampoo 1007 x200ml;5571,9008;6742;0;0;5571,9008;6742
19/11/24;ROSARIO;FEN B 0036-00008283;1;62;62 Shampoo 1007 x200ml;5571,9008;6742;0;0;5571,9008;6742
1/11/24;ROSARIO;FEN B 0036-00008080;1;786;786 Trat.Inst.B5 s/enj.Anti Frizz x155ml;9325,6198;11284;0;0;9325,6198;11284
14/11/24;ROSARIO;FEN B 0036-00008217;1;786;786 Trat.Inst.B5 s/enj.Anti Frizz x155ml;9325,6198;11284;0;0;9325,6198;11284
17/11/24;ROSARIO;FEN B 0036-00008243;1;786;786 Trat.Inst.B5 s/enj.Anti Frizz x155ml;9325,6198;11284;0;0;9325,6198;11284
24/11/24;ROSARIO;FEN B 0036-00008333;1;786;786 Trat.Inst.B5 s/enj.Anti Frizz x155ml;9325,6198;11284;932,562;1128,4;8393,0578;10155,5988
27/11/24;ROSARIO;FEN B 0036-00008371;1;786;786 Trat.Inst.B5 s/enj.Anti Frizz x155ml;9325,6198;11284;0;0;9325,6198;11284
30/11/24;ROSARIO;FEN B 0036-00008406;1;786;786 Trat.Inst.B5 s/enj.Anti Frizz x155ml;9325,6198;11284;0;0;9325,6198;11284
9/11/24;ROSARIO;FEN B 0036-00008162;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
13/11/24;ROSARIO;FEN B 0036-00008204;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
17/11/24;ROSARIO;FEN B 0036-00008258;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
22/11/24;ROSARIO;FEN B 0036-00008310;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
22/11/24;ROSARIO;FEN B 0036-00008313;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
2/11/24;ROSARIO;FEN B 0036-00008098;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
6/11/24;ROSARIO;FEN B 0036-00008147;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
8/11/24;ROSARIO;FEN B 0036-00008158;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
10/11/24;ROSARIO;FEN B 0036-00008183;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
11/11/24;ROSARIO;FEN B 0036-00008188;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
12/11/24;ROSARIO;FEN B 0036-00008196;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;1106,529;1338,9;9958,7603;12050,0996
25/11/24;ROSARIO;FEN B 0036-00008350;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
26/11/24;ROSARIO;FEN B 0036-00008358;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
26/11/24;ROSARIO;FEN B 0036-00008358;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
26/11/24;ROSARIO;FEN B 0036-00008357;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
30/11/24;ROSARIO;FEN B 0036-00008407;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
12/11/24;ROSARIO;FEN B 0036-00008196;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;1106,5289;1338,9;9958,7604;12050,1004
20/11/24;ROSARIO;FEN B 0036-00008296;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
22/11/24;ROSARIO;FEN B 0036-00008307;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
25/11/24;ROSARIO;FEN B 0036-00008352;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
25/11/24;ROSARIO;FEN B 0036-00008351;1;196;196 Shampoo U/Brillo c/Pro.dePerla;11065,2893;13389;0;0;11065,2893;13389
16/11/24;ROSARIO;FEN B 0036-00008237;1;620;620 Champú 1 c/Ac.Hialurónico x295;7117,3554;8612;711,7355;861,2;6405,6199;7750,8002
10/11/24;ROSARIO;FEN B 0036-00008175;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
18/11/24;ROSARIO;FEN B 0036-00008273;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
18/11/24;ROSARIO;FEN B 0036-00008278;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
30/11/24;ROSARIO;FEN B 0036-00008410;2;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;14042,9752;16992;0;0;14042,9752;16992
21/11/24;ROSARIO;FEN B 0036-00008303;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
23/11/24;ROSARIO;FEN B 0036-00008314;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
24/11/24;ROSARIO;FEN B 0036-00008343;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
28/11/24;ROSARIO;FEN B 0036-00008374;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
29/11/24;ROSARIO;FEN B 0036-00008393;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
9/11/24;ROSARIO;FEN B 0036-00008168;1;487;487 Balsam Extr.Oliva Ecocert x300;8733,8843;10568;0;0;8733,8843;10568
18/11/24;ROSARIO;FEN B 0036-00008268;1;487;487 Balsam Extr.Oliva Ecocert x300;8733,8843;10568;0;0;8733,8843;10568
18/11/24;ROSARIO;FEN B 0036-00008275;1;487;487 Balsam Extr.Oliva Ecocert x300;8733,8843;10568;0;0;8733,8843;10568
7/11/24;ROSARIO;FEN B 0036-00008148;1;730;730 Champu P+T c/octopirox x300ml;14836,3636;17952;0;0;14836,3636;17952
24/11/24;ROSARIO;FEN B 0036-00008337;1;730;730 Champu P+T c/octopirox x300ml;14836,3636;17952;0;0;14836,3636;17952
7/11/24;ROSARIO;FEN B 0036-00008148;1;730;730 Champu P+T c/octopirox x300ml;14836,3636;17952;0;0;14836,3636;17952
28/11/24;ROSARIO;FEN B 0036-00008374;1;103;103 Savia c/Salvia y Fil. Solar x250;6881,8182;8327;0;0;6881,8182;8327
6/11/24;ROSARIO;FEN B 0036-00008142;1;91;91 Balsam Vitaminado x400ml;8044,6281;9734;0;0;8044,6281;9734
6/11/24;ROSARIO;FEN B 0036-00008145;1;91;91 Balsam Vitaminado x400ml;8044,6281;9734;0;0;8044,6281;9734
11/11/24;ROSARIO;FEN B 0036-00008193;1;91;91 Balsam Vitaminado x400ml;8044,6281;9734;0;0;8044,6281;9734
18/11/24;ROSARIO;FEN B 0036-00008271;1;91;91 Balsam Vitaminado x400ml;8044,6281;9734;0;0;8044,6281;9734
19/11/24;ROSARIO;FEN B 0036-00008289;1;91;91 Balsam Vitaminado x400ml;8044,6281;9734;0;0;8044,6281;9734
3/11/24;ROSARIO;FEN B 0036-00008105;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
8/11/24;ROSARIO;FEN B 0036-00008156;1;652;652 balsamo oleo de argan;9652,8926;11680;965,2893;1168;8687,6033;10512,0007
12/11/24;ROSARIO;FEN B 0036-00008201;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
13/11/24;ROSARIO;FEN B 0036-00008205;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
13/11/24;ROSARIO;FEN B 0036-00008208;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
13/11/24;ROSARIO;CEN B 0036-00000103;-1;652;652 balsamo oleo de argan;-9652,8926;-11680;0;0;-9652,8926;-11680
24/11/24;ROSARIO;FEN B 0036-00008340;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
30/11/24;ROSARIO;FEN B 0036-00008406;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
30/11/24;ROSARIO;FEN B 0036-00008411;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
13/11/24;ROSARIO;FEN B 0036-00008210;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
13/11/24;ROSARIO;FEN B 0036-00008215;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
17/11/24;ROSARIO;FEN B 0036-00008238;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
18/11/24;ROSARIO;FEN B 0036-00008273;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
19/11/24;ROSARIO;FEN B 0036-00008287;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
24/11/24;ROSARIO;FEN B 0036-00008341;1;652;652 balsamo oleo de argan;9652,8926;11680;0;0;9652,8926;11680
6/11/24;ROSARIO;FEN B 0036-00008144;1;115;115 Balsam Aloe Vera x400ml;9035,5372;10933;0;0;9035,5372;10933
12/11/24;ROSARIO;FEN B 0036-00008195;1;115;115 Balsam Aloe Vera x400ml;9035,5372;10933;0;0;9035,5372;10933
12/11/24;ROSARIO;FEN B 0036-00008200;1;115;115 Balsam Aloe Vera x400ml;9035,5372;10933;0;0;9035,5372;10933
18/11/24;ROSARIO;FEN B 0036-00008265;1;115;115 Balsam Aloe Vera x400ml;9035,5372;10933;0;0;9035,5372;10933
3/11/24;ROSARIO;FEN B 0036-00008113;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
30/11/24;ROSARIO;FEN B 0036-00008416;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
23/11/24;ROSARIO;FEN B 0036-00008329;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
25/11/24;ROSARIO;FEN B 0036-00008347;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
29/11/24;ROSARIO;FEN B 0036-00008386;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
22/11/24;ROSARIO;FEN B 0036-00008308;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
23/11/24;ROSARIO;FEN B 0036-00008329;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
17/11/24;ROSARIO;FEN B 0036-00008244;2;201;201 Spray para Peinar Atomiza.x150;15100,8264;18272;0;0;15100,8264;18272
17/11/24;ROSARIO;FEN B 0036-00008257;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
11/11/24;ROSARIO;FEN B 0036-00008191;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
11/11/24;ROSARIO;FEN B 0036-00008188;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
8/11/24;ROSARIO;FEN B 0036-00008150;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
23/11/24;ROSARIO;FEN B 0036-00008323;1;454;454 Crema p/Peinar c/Alisado x155g;11819,8347;14302;0;0;11819,8347;14302
24/11/24;ROSARIO;FEN B 0036-00008342;1;454;454 Crema p/Peinar c/Alisado x155g;11819,8347;14302;0;0;11819,8347;14302
26/11/24;ROSARIO;FEN B 0036-00008356;1;454;454 Crema p/Peinar c/Alisado x155g;11819,8347;14302;0;0;11819,8347;14302
3/11/24;ROSARIO;FEN B 0036-00008107;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
8/11/24;ROSARIO;FEN B 0036-00008154;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004,005
11/11/24;ROSARIO;FEN B 0036-00008186;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
11/11/24;ROSARIO;FEN B 0036-00008187;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
11/11/24;ROSARIO;FEN B 0036-00008194;1;845;845 cristales liquidos;14052,8926;17004;1405,2893;1700,4;12647,6033;15303,6
13/11/24;ROSARIO;FEN B 0036-00008205;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
13/11/24;ROSARIO;FEN B 0036-00008203;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
15/11/24;ROSARIO;FEN B 0036-00008232;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
22/11/24;ROSARIO;FEN B 0036-00008313;1;845;845 cristales liquidos;14052,8926;17004;1405,2893;1700,4;12647,6033;15303,6
24/11/24;ROSARIO;FEN B 0036-00008337;1;845;845 cristales liquidos;14052,8926;17004;1405,2893;1700,4;12647,6033;15303,6
26/11/24;ROSARIO;FEN B 0036-00008360;1;845;845 cristales liquidos;14052,8926;17004;2810,5785;3400,8;11242,3141;13603,2
26/11/24;ROSARIO;FEN B 0036-00008366;1;845;845 cristales liquidos;14052,8926;17004;2810,5785;3400,8;11242,3141;13603,2
2/11/24;ROSARIO;FEN B 0036-00008097;1;602;602 Balsam Renovación Celular x200;7339,6694;8881;0;0;7339,6694;8881
3/11/24;ROSARIO;FEN B 0036-00008105;1;602;602 Balsam Renovación Celular x200;7339,6694;8881;0;0;7339,6694;8881
19/11/24;ROSARIO;FEN B 0036-00008290;1;602;602 Balsam Renovación Celular x200;7339,6694;8881;0;0;7339,6694;8881
29/11/24;ROSARIO;FEN B 0036-00008400;1;602;602 Balsam Renovación Celular x200;7339,6694;8881;0;0;7339,6694;8881
6/11/24;ROSARIO;FEN B 0036-00008143;1;119;119 Champú para Niños Rojo x250ml;8478,5124;10259;0;0;8478,5124;10259
4/11/24;ROSARIO;FEN B 0036-00008125;1;789;789 Champu Reflejante Plata x295ml;12192,562;14753;0;0;12192,562;14753
19/11/24;ROSARIO;FEN B 0036-00008285;1;789;789 Champu Reflejante Plata x295ml;12192,562;14753;0;0;12192,562;14753
10/11/24;ROSARIO;FEN B 0036-00008172;1;272;272 Champú Hidrata. Intensa x400ml;12323,9669;14912;0;0;12323,9669;14912
23/11/24;ROSARIO;FEN B 0036-00008316;1;65;65 Champú Neutro Algas x200ml;5440,4959;6583;0;0;5440,4959;6583
26/11/24;ROSARIO;FEN B 0036-00008363;1;65;65 Champú Neutro Algas x200ml;5440,4959;6583;0;0;5440,4959;6583
1/11/24;ROSARIO;FEN B 0036-00008073;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
1/11/24;ROSARIO;FEN B 0036-00008078;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
1/11/24;ROSARIO;FEN B 0036-00008079;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
1/11/24;ROSARIO;FEN B 0036-00008077;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
2/11/24;ROSARIO;FEN B 0036-00008085;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
2/11/24;ROSARIO;FEN B 0036-00008086;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
29/11/24;ROSARIO;FEN B 0036-00008392;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,3
29/11/24;ROSARIO;FEN B 0036-00008398;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,3
30/11/24;ROSARIO;FEN B 0036-00008409;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2068,9256;2503,4;8275,7025;10013,6
22/11/24;ROSARIO;FEN B 0036-00008309;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
23/11/24;ROSARIO;FEN B 0036-00008320;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,3
28/11/24;ROSARIO;FEN B 0036-00008379;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,3
18/11/24;ROSARIO;FEN B 0036-00008268;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
18/11/24;ROSARIO;FEN B 0036-00008277;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
18/11/24;ROSARIO;FEN B 0036-00008279;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
19/11/24;ROSARIO;FEN B 0036-00008291;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
19/11/24;ROSARIO;FEN B 0036-00008287;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
13/11/24;ROSARIO;FEN B 0036-00008206;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
15/11/24;ROSARIO;FEN B 0036-00008224;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
16/11/24;ROSARIO;FEN B 0036-00008235;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
17/11/24;ROSARIO;FEN B 0036-00008246;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
17/11/24;ROSARIO;FEN B 0036-00008261;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
18/11/24;ROSARIO;FEN B 0036-00008266;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
12/11/24;ROSARIO;FEN B 0036-00008197;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,2987
12/11/24;ROSARIO;FEN B 0036-00008202;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
12/11/24;ROSARIO;FEN B 0036-00008202;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
12/11/24;ROSARIO;FEN B 0036-00008198;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
13/11/24;ROSARIO;FEN B 0036-00008204;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
13/11/24;ROSARIO;FEN B 0036-00008206;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
8/11/24;ROSARIO;FEN B 0036-00008156;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,3007
10/11/24;ROSARIO;FEN B 0036-00008182;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
11/11/24;ROSARIO;FEN B 0036-00008185;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
11/11/24;ROSARIO;FEN B 0036-00008184;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
6/11/24;ROSARIO;CEN B 0036-00000102;-1;830;830 Protector termico c/acido hialurónico atom.x250ml;-10344,6281;-12517;-2586,157;-3129,25;-7758,4711;-9387,75
4/11/24;ROSARIO;FEN B 0036-00008120;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
4/11/24;ROSARIO;FEN B 0036-00008124;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
6/11/24;ROSARIO;FEN B 0036-00008139;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
6/11/24;ROSARIO;FEN B 0036-00008146;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
2/11/24;ROSARIO;FEN B 0036-00008095;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
2/11/24;ROSARIO;FEN B 0036-00008095;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
3/11/24;ROSARIO;FEN B 0036-00008104;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
3/11/24;ROSARIO;FEN B 0036-00008112;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
3/11/24;ROSARIO;FEN B 0036-00008111;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
4/11/24;ROSARIO;FEN B 0036-00008121;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
3/11/24;ROSARIO;FEN B 0036-00008109;1;497;497 Acondiciona. Vitaminado s/Enjua.;9200,8264;11133;0;0;9200,8264;11133
28/11/24;ROSARIO;FEN B 0036-00008380;1;497;497 Acondiciona. Vitaminado s/Enjua.;9200,8264;11133;0;0;9200,8264;11133
28/11/24;ROSARIO;FEN B 0036-00008383;1;497;497 Acondiciona. Vitaminado s/Enjua.;9200,8264;11133;0;0;9200,8264;11133
28/11/24;ROSARIO;FEN B 0036-00008382;1;497;497 Acondiciona. Vitaminado s/Enjua.;9200,8264;11133;0;0;9200,8264;11133
24/11/24;ROSARIO;FEN B 0036-00008338;1;497;497 Acondiciona. Vitaminado s/Enjua.;9200,8264;11133;0;0;9200,8264;11133
6/11/24;ROSARIO;FEN B 0036-00008145;1;154;154 Champú Colageno 1019 x400ml;8847,9339;10706;0;0;8847,9339;10706
1/11/24;ROSARIO;FEN B 0036-00008074;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
3/11/24;ROSARIO;FEN B 0036-00008115;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101,005
5/11/24;ROSARIO;FEN B 0036-00008130;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
8/11/24;ROSARIO;FEN B 0036-00008157;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
8/11/24;ROSARIO;FEN B 0036-00008160;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
29/11/24;ROSARIO;FEN B 0036-00008391;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
24/11/24;ROSARIO;FEN B 0036-00008331;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
25/11/24;ROSARIO;CEN B 0036-00000107;-1;407;407 Balsamo Sell.Bio Color 0% x400g;-17438,843;-21101;0;0;-17438,843;-21101
25/11/24;ROSARIO;FEN B 0036-00008349;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
25/11/24;ROSARIO;FEN B 0036-00008351;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
